价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词
115,115,https://item.jd.com/10055350034240.html,巧克力礼盒装万圣节棒棒糖果礼盒生日情人节礼物女生送女友儿童老婆浪漫惊喜表白礼实用 德芙双层甜蜜情话礼盒（伊诺滋德芙罗丽莎组合）,巧克力,【京8仓发，可指定送达】【一个礼盒多种享受】【精美双层礼盒】【更多礼盒】,,https://mall.jd.com/index-614699.html?from=pc,多唯呀食品旗舰店,"京东物流
								跨店每满1000-100
								闪购
								2件8折
								赠"
189,189,https://item.jd.com/100020390366.html,朵娜贝拉Dorabella比利时进口巧克力礼盒装零食糖果大礼包结婚喜糖伴手礼男生送女友万圣节情人节生日礼物,巧克力,朵娜贝拉Dorabella比利时进口巧克力礼盒装零食糖果大礼包结婚喜糖伴手礼男生送女友万圣节情人节生日礼物,,https://mall.jd.com/index-1000353903.html?from=pc,朵娜贝拉（Dorabella）京东自营旗舰店,"自营
								赠"
25.19,25.19,https://item.jd.com/6338076.html,雀巢(Nestle) 奇巧KitKat 牛奶巧克力非威化饼干12块 休闲零食下午茶146g （新旧包装随机发货） 生日礼物,巧克力,#【金六福&徐福记-双福齐聚】爆款每满199减20元，喜酒喜糖一站购，双喜临门，还有超值好礼相赠！点击查看,,https://mall.jd.com/index-1000089686.html?from=pc,徐福记京东自营旗舰店,"自营
								2件9折"
32,32,https://item.jd.com/967615.html,费列罗(FERRERO)拉斐尔椰蓉扁桃仁糖果酥球 婚庆喜糖零食伴手礼  节日礼物亲友团聚 员工福利15粒礼盒装150g,,,,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
80,80,https://item.jd.com/10040539057128.html,德芙（DOVE） 巧克力礼盒万圣节糖果礼物情人节礼物送女友女生闺蜜生日礼物公司团购员工福利伴手礼 德芙一路有你双层礼盒,巧克力,【全店补贴一直保价】【限时优惠下单立减】【教师节礼物送老师】【生日礼物女生】【15天无理由退换货】【8仓发货定时送达】教师节中秋节主会场,,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"京东物流
								跨店每满299-50
								满80-17"
63.6,63.6,https://item.jd.com/1178902.html,德芙(Dove)精心之选多种口味巧克力礼盒140g代言人同款生日礼物送女友喜糖伴手礼（本产品不含礼品袋）,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
49.9,49.9,https://item.jd.com/10038252188629.html,德芙（Dove）丝滑牛奶巧克力排块224g×2盒原装办公休闲零食糖果生日礼物万圣节送女孩男孩 丝滑牛奶14g×16（2盒装）,巧克力,一口小愉悦，焕新上市，好吃比碗装划算！,,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,"京东物流
								跨店每满299-50"
29.9,29.9,https://item.jd.com/10044404720095.html,【全国七仓发货】纯黑可可脂巧克力可可休闲万圣节糖果零食年货婚庆伴手礼 【无添加蔗糖】100%可可-逆天苦,巧克力,【全国七仓发货】纯黑可可脂巧克力可可休闲万圣节糖果零食年货婚庆伴手礼 【无添加蔗糖】100%可可-逆天苦,,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"京东物流
								跨店每满299-50
								2件6折"
138,138,https://item.jd.com/100025164979.html,诺梵10盒装高纯黑巧克力100%逆天苦0添加蔗糖恶搞万圣节糖果礼盒生日礼物女送女友办公室小零食1216g,巧克力,诺梵10盒装高纯黑巧克力100%逆天苦0添加蔗糖恶搞万圣节糖果礼盒生日礼物女送女友办公室小零食1216g,,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								秒杀"
109,109,https://item.jd.com/10062840912874.html,瑞士莲（lindt） 进口软心黑巧克力Lindor混合5味万圣节糖果婚庆喜糖伴手礼生日礼物女生送女友 Lindor经典600g,巧克力,,,https://mall.jd.com/index-755041.html?from=pc,多唯呀礼盒旗舰店,跨店每满299-50
86.9,86.9,https://item.jd.com/530944.html,克特多金象（Cote d'Or）进口牛奶巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,巧克力,克特多金象（Cote d'Or）进口牛奶巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,,https://mall.jd.com/index-1000351622.html?from=pc,三角金象巧克力京东自营专区,"自营
								定期
								品质溯源
								2件9折"
16.9,16.9,https://item.jd.com/100027700126.html,明治(Meiji) ChocoBaby牛奶味巧克力豆32g 日本进口儿童休闲零食便携装生日礼物送女友,巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),,https://mall.jd.com/index-1000367485.html?from=pc,春捃京东自营旗舰店,"自营
								品质溯源
								2件9折"
99,99,https://item.jd.com/10029451725411.html,德芙（Dove） 巧克力礼盒生日礼物女生万圣节糖果礼盒装礼物零食情人节礼物送女友朋友老婆糖果268g 德芙巧克力和伊诺滋巧克力组合装,巧克力,【新人首单再减】【万圣节糖果礼物】【全国八仓发货】【生日礼物】【结婚纪念日礼物】【送女友送老婆】【买贵退差，保价】【15天无理由退换货】【店铺更多好物，查看】,,https://mall.jd.com/index-657104.html?from=pc,多唯呀巧克力旗舰店,"京东物流
								满99-20"
29.8,29.8,https://item.jd.com/100036764775.html,声歌里 松露巧克力 70%可可脂含量无糖健身代餐纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼96g,巧克力,声歌里 松露巧克力 70%可可脂含量无糖健身代餐纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼96g,,https://mall.jd.com/index-1000407241.html?from=pc,声歌里京东自营旗舰店,"自营
								新品
								跨店每满299-50
								2件9折"
96,96,https://item.jd.com/100035064723.html,歌帝梵(GODIVA) 大师系列黑巧克力心形117g 办公室加班零食 送女友送男友礼物 宅家零食休闲下午茶,巧克力,"【限时折上折】部分产品129打9折，169打8折!! 【入会有礼】入会得100积分,单笔实付299赠20元E卡 【实付满赠】会员专享下单即赠300京豆!速戳》",,https://mall.jd.com/index-1000395803.html?from=pc,歌帝梵（Godiva）臻享京东自营旗舰店,自营
69,69,https://item.jd.com/1950433.html,瑞士莲（Lindt）意大利进口 软心白巧克力分享装200g 婚庆喜糖零食伴手礼,巧克力,意大利进口，600g软心精选量贩装，5种口味随心享，品味颗颗幼滑软心，(此商品不参加上述活动),,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"自营
								定期
								品质溯源
								满204-27"
25.9,25.9,https://item.jd.com/10044404720097.html,【全国七仓发货】纯黑可可脂巧克力可可休闲万圣节糖果零食年货婚庆伴手礼 【含糖】72%可可-偏苦,巧克力,【全国七仓发货】纯黑可可脂巧克力可可休闲万圣节糖果零食年货婚庆伴手礼 【含糖】72%可可-偏苦,,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"京东物流
								跨店每满299-50
								2件6折"
49.9,49.9,https://item.jd.com/100001044651.html,新西兰进口 惠特克 whittakers Tweats跳跳糖牛奶巧克力糖果儿童零食休闲食品180g袋装,巧克力,新西兰进口 惠特克 whittakers Tweats跳跳糖牛奶巧克力糖果儿童零食休闲食品180g袋装,,https://mall.jd.com/index-1000118801.html?from=pc,惠特克（whittakers）巧克力京东自营旗舰店,"自营
								品质溯源
								2件9折"
79.9,79.9,https://item.jd.com/100013499478.html,每日黑巧 醇粹黑巧多口味组合装202g,,每日黑巧 醇粹黑巧多口味组合装202g,,https://mall.jd.com/index-1000333084.html?from=pc,每日黑巧京东自营旗舰店,"自营
								品质溯源
								2件9折
								赠"
138,138,https://item.jd.com/100033318889.html,费列罗(FERRERO)榛果威化黑巧巧克力制品 婚庆喜糖零食伴手礼 节日礼物24粒礼盒装分享装300g,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"自营
								新品
								满49-10
								赠"
29.5,29.5,https://item.jd.com/988552.html,M&M'S 妙趣畅享牛奶巧克力豆 270g桶装  休闲零食糖果礼物礼品（新旧包装随机发放）,巧克力,,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
29.9,29.9,https://item.jd.com/100023850436.html,诺梵万圣节糖果礼盒儿童零食巧克力棒棒糖纯黑可可巧克力礼物,巧克力,诺梵万圣节糖果礼盒儿童零食巧克力棒棒糖纯黑可可巧克力礼物,,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								新品
								每满25-10"
19.9,19.9,https://item.jd.com/100031966066.html,声歌里 纯黑巧克力100%可可脂含量无添加特苦巧克力男女朋友老婆情人节日礼物休闲零食婚庆伴手礼128g,巧克力,声歌里 纯黑巧克力100%可可脂含量无添加特苦巧克力男女朋友老婆情人节日礼物休闲零食婚庆伴手礼128g,,https://mall.jd.com/index-1000407241.html?from=pc,声歌里京东自营旗舰店,"自营
								跨店每满299-50
								2件9折"
158,158,https://item.jd.com/10022238461271.html,费列罗（FERRERO）巧克力礼盒48粒510g生日礼物送女友女朋友老婆万圣节糖果礼物婚庆喜糖伴手礼 心语恋歌礼盒,巧克力,【婚庆喜糖伴手礼】【结婚纪念日礼物】【巧克力】【生日礼物女生】【节日礼物】【买贵退差全店保价】,,https://mall.jd.com/index-10320501.html?from=pc,lovein旗舰店,"京东物流
								跨店每满299-50
								每满158-30
								赠"
198,198,https://item.jd.com/100033721744.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物礼盒装费列罗16颗唯美斯32颗600g,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物礼盒装费列罗16颗唯美斯32颗600g,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
36.9,36.9,https://item.jd.com/100042809969.html,瑞特滋（RitterSport ）软心立方夹心牛奶巧克力万圣节限定袋装 休闲零食 节日礼物 72g 德国进口,巧克力,瑞特滋（RitterSport ）软心立方夹心牛奶巧克力万圣节限定袋装 休闲零食 节日礼物 72g 德国进口,,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								新品
								2件9折"
49.9,49.9,https://item.jd.com/100000491175.html,倍乐思（Beryl's）80%高纯可可黑巧克力礼盒 马来西亚进口婚庆喜糖伴手礼生日礼物礼品108g,巧克力,,,https://mall.jd.com/index-1000128744.html?from=pc,倍乐思Beryl's京东自营旗舰店,自营
98,98,https://item.jd.com/100029390702.html,瑞士莲（Lindt）限定冰山雪融黑巧克力175g（分享独立小包装）聚会送礼伴手礼,巧克力,意大利进口，600g软心精选量贩装，5种口味随心享，品味颗颗幼滑软心，(此商品不参加上述活动),,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"自营
								2件9折"
128,128,https://item.jd.com/100027779664.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白三色巧克力礼盒装324g,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白三色巧克力礼盒装324g,,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
55,55,https://item.jd.com/100036125238.html,GODIVA歌帝梵 榛子立方牛奶巧克力5颗 伴手礼结婚喜糖进口巧克力休闲零食,巧克力,GODIVA歌帝梵 榛子立方牛奶巧克力5颗 伴手礼结婚喜糖进口巧克力休闲零食,,https://mall.jd.com/index-1000090791.html?from=pc,歌帝梵京东自营旗舰店,"自营
								2件8折"
69.9,69.9,https://item.jd.com/100025850430.html,M&M's m豆牛奶巧克力棒13g*12休闲零食生日礼物礼品,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券99-5"
79,79,https://item.jd.com/100008264429.html,Ferrero费列罗榛果威化果仁夹心巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节创意紫色礼盒装211g,巧克力,Ferrero费列罗榛果威化果仁夹心巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节创意紫色礼盒装211g,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
258,258,https://item.jd.com/100018265891.html,歌帝梵GODIVA比利时进口夹心巧克力金装15枚万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力礼盒装,巧克力,,,https://mall.jd.com/index-1000351986.html?from=pc,GODIVA/歌帝梵京东自营专区,自营
99,99,https://item.jd.com/100010916104.html,爱普诗（Alpes d'Or）74%黑巧克力428g袋装瑞士进口黑巧公司福利办公室零食巧克力节日礼物,巧克力,爱普诗（Alpes d'Or）74%黑巧克力428g袋装瑞士进口黑巧公司福利办公室零食巧克力节日礼物,,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"自营
								品质溯源
								秒杀"
68.9,68.9,https://item.jd.com/100024773610.html,雀巢 Nestle 奇欧比黑巧克力麦丽素 纯巧脆星球巧克力制品 快乐桶 休闲零食下午茶 节日送礼桶装420g,巧克力,#【金六福&徐福记-双福齐聚】爆款每满199减20元，喜酒喜糖一站购，双喜临门，还有超值好礼相赠！点击查看,,https://mall.jd.com/index-1000089686.html?from=pc,徐福记京东自营旗舰店,"自营
								3件8折"
78,78,https://item.jd.com/100015093035.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼盒18粒装,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼盒18粒装,,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
25.8,25.8,https://item.jd.com/100007660910.html,德国进口 RitterSport 瑞特滋（原瑞特斯波德）秘鲁系列浓醇74%黑巧克力 休闲零食 节日礼物 100g,巧克力,德国进口 RitterSport 瑞特滋（原瑞特斯波德）秘鲁系列浓醇74%黑巧克力 休闲零食 节日礼物 100g,,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								2件9折"
19.9,19.9,https://item.jd.com/100005043053.html,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,巧克力,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								2件9折"
312.55,312.55,https://item.jd.com/27076130541.html,歌帝梵（Godiva） GODIVA歌帝梵欢享立方巧克力系列 结婚喜糖零食 美国进口零食伴手礼礼物 立方黑巧40颗装,巧克力,,,https://mall.jd.com/index-130035.html?from=pc,歌帝梵官方旗舰店,跨店每满299-50
169.9,169.9,https://item.jd.com/100037161099.html,魔吻（AMOVO）巧克力比利时进口原料万圣节限定礼盒送男友女友（骷髅与玫瑰）260克,巧克力,魔吻（AMOVO）巧克力比利时进口原料万圣节限定礼盒送男友女友（骷髅与玫瑰）260克,,https://mall.jd.com/index-1000089365.html?from=pc,魔吻京东自营旗舰店,"自营
								新品"
22.9,22.9,https://item.jd.com/508487.html,三角Toblerone瑞士进口白巧克力含蜂蜜及巴旦木糖果儿童休闲零食100g/条 生日礼物节日礼品,巧克力,三角Toblerone瑞士进口白巧克力含蜂蜜及巴旦木糖果儿童休闲零食100g/条 生日礼物节日礼品,,https://mall.jd.com/index-1000351622.html?from=pc,三角金象巧克力京东自营专区,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/100023371220.html,怡浓可可脂牛奶巧克力生日礼物女鹿宝110g礼盒儿童休闲零食12支独立装,巧克力,怡浓可可脂牛奶巧克力生日礼物女鹿宝110g礼盒儿童休闲零食12支独立装,,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
9.9,9.9,https://item.jd.com/100017310822.html,德芙 Dove 黑糖珍珠奶茶味软糖夹心巧克力礼物送女友30g,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券59-10
								3件8折"
21.9,21.9,https://item.jd.com/100026596025.html,古缇思代可可脂黑巧克力烘焙原料大板块1000g,巧克力,古缇思代可可脂黑巧克力烘焙原料大板块1000g,,https://mall.jd.com/index-1000356291.html?from=pc,古缇思京东自营旗舰店,"自营
								2件9折"
139.9,139.9,https://item.jd.com/730614.html,费列罗(FERRERO)榛果威化糖果巧克力制品 婚庆喜糖零食伴手礼 节日礼物员工福利 48粒礼盒装600g 金榜推荐,巧克力,,,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
58.5,58.5,https://item.jd.com/530948.html,克特多金象（Cote d'Or）进口黑巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,巧克力,克特多金象（Cote d'Or）进口黑巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,,https://mall.jd.com/index-1000351622.html?from=pc,三角金象巧克力京东自营专区,"自营
								品质溯源
								2件9折"
62,62,https://item.jd.com/10056243466449.html,"京东国际	
澳洲进口 Maltesers麦提莎麦丽素麦芽脆牛奶夹心巧克力豆球儿童糖果物礼盒家庭分享桶装465g 牛奶巧克力 桶装465g",巧克力,限时百亿补贴，爆款直降，正品保障，京仓京配放心购~,,https://mall.jd.com/index-11888058.html?from=pc,京东国际精选旗舰店,"京东物流
								券59-5
								2件9.5折"
75,75,https://item.jd.com/3398917.html,"京东国际	
意大利进口 费列罗(FERRERO)榛果威化糖果巧克力 员工福利婚庆喜糖零食伴手礼节日礼物 30粒375g",巧克力,意大利原装进口费列罗，臻爱永恒，甜蜜共享。,,https://mall.jd.com/index-1000407943.html?from=pc,费列罗（FERRERO）海外京东自营旗舰店,"自营
								跨店每满299-50
								包税
								券99-10"
109,109,https://item.jd.com/34269851872.html,瑞士莲 Lindt软心精选夹心黑巧克力分享袋装进口冰山雪融可可婚庆喜糖喜酒生日礼物随手礼万圣节送女友 3口味黑巧600g,巧克力,瑞士莲 Lindt软心精选夹心黑巧克力分享袋装进口冰山雪融可可婚庆喜糖喜酒生日礼物随手礼万圣节送女友 3口味黑巧600g,,https://mall.jd.com/index-841496.html?from=pc,萨王纳官方旗舰店,每满199-20
19.9,19.9,https://item.jd.com/100000722838.html,怡浓可可脂黑巧克力55%可可含量苦甜均衡生日礼物喜糖休闲食品120g,巧克力,怡浓可可脂黑巧克力55%可可含量苦甜均衡生日礼物喜糖休闲食品120g,,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
398,398,https://item.jd.com/100032537576.html,歌帝梵GODIVA比利时进口松露15枚万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力礼盒装,巧克力,,,https://mall.jd.com/index-1000351986.html?from=pc,GODIVA/歌帝梵京东自营专区,自营
26.9,26.9,https://item.jd.com/100016270470.html,魔吻 (AMOVO)无糖（麦芽糖醇）黑巧克力小熊棒棒糖儿童万圣节糖果网红零食生日情人节礼物送男友女友80g,巧克力,魔吻 (AMOVO)无糖（麦芽糖醇）黑巧克力小熊棒棒糖儿童万圣节糖果网红零食生日情人节礼物送男友女友80g,,https://mall.jd.com/index-1000089365.html?from=pc,魔吻京东自营旗舰店,自营
18,18,https://item.jd.com/1899002.html,明治（Meiji）特纯黑巧克力56% 75g,巧克力,明治（Meiji）特纯黑巧克力56% 75g,,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								3件8折"
9.9,9.9,https://item.jd.com/100018395445.html,古缇思可可脂巧克力豆烘焙原料耐烤耐高温曲奇蛋糕可可豆100g,巧克力,古缇思可可脂巧克力豆烘焙原料耐烤耐高温曲奇蛋糕可可豆100g,,https://mall.jd.com/index-1000356291.html?from=pc,古缇思京东自营旗舰店,"自营
								2件9折"
23.8,23.8,https://item.jd.com/100014964486.html,狄妮诗  （Swiss Delice）瑞士进口  香醇黑巧克力 125g袋装 可可固体含量72%,巧克力,双十一提前嗨，幸好有你！京东超值大牌费列罗【点击领取】(此商品不参加上述活动),,https://mall.jd.com/index-1000349103.html?from=pc,狄妮诗京东自营旗舰店,"自营
								2件9折"
33,33,https://item.jd.com/319402.html,瑞士莲（Lindt）特醇排装70%可可黑巧克力100g口味均独特醇香,巧克力,意大利进口，600g软心精选量贩装，5种口味随心享，品味颗颗幼滑软心，(此商品不参加上述活动),,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"自营
								定期
								品质溯源
								169元5件"
99,99,https://item.jd.com/10034454979414.html,歌帝梵（Godiva） 进口巧克力礼盒生日礼物女生女朋友,巧克力,,,https://mall.jd.com/index-755041.html?from=pc,多唯呀礼盒旗舰店,跨店每满299-50
19.9,19.9,https://item.jd.com/100013523049.html,怡浓草莓味可可脂巧克力生日礼物飞行兔110g礼盒儿童休闲零食12支独立装,巧克力,怡浓草莓味可可脂巧克力生日礼物飞行兔110g礼盒儿童休闲零食12支独立装,,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
65,65,https://item.jd.com/32118739562.html,意大利进口费列罗FERRERO榛果威化糖果牛奶巧克力金莎T30粒礼盒杂莎送女友表白婚庆喜糖喜酒伴手礼 费列罗金莎30粒*1,巧克力,费列罗30粒金莎日期新，到23年2月左右，欢迎选购团购,,https://mall.jd.com/index-841496.html?from=pc,萨王纳官方旗舰店,"闪购
								每满65-3"
24.9,24.9,https://item.jd.com/10022757565474.html,卜珂零点 速溶松露黑巧克力礼盒装零食网红糖果散装送礼物（代可可脂）送女友礼物 408g桶装,巧克力,卜珂零点 速溶松露黑巧克力礼盒装零食网红糖果散装送礼物（代可可脂）送女友礼物 408g桶装,,https://mall.jd.com/index-25000.html?from=pc,卜珂官方旗舰店,
34.9,34.9,https://item.jd.com/30494640062.html,德芙（Dove） 巧克力礼盒装情人节万圣节儿童节圣诞节棒棒糖果零食大礼包生日礼物送女友 不捣蛋系列,巧克力,德芙（Dove） 巧克力礼盒装情人节万圣节儿童节圣诞节棒棒糖果零食大礼包生日礼物送女友 不捣蛋系列,,https://mall.jd.com/index-52560.html?from=pc,老何糖果食品专营店,"京东物流
								闪购
								免邮"
12.9,12.9,https://item.jd.com/100027776219.html,初见半夏流心熔岩代可可脂巧克力四种口味混合装夹心108g,巧克力,初见半夏流心熔岩代可可脂巧克力四种口味混合装夹心108g,,https://mall.jd.com/index-1000425989.html?from=pc,初见半夏京东自营旗舰店,"自营
								2件9折"
268.9,268.9,https://item.jd.com/730618.html,费列罗(FERRERO)榛果威化糖果巧克力制品 节日礼物休闲零食 婚庆喜糖零食伴手礼  96粒婚礼装1200g,巧克力,,,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
46.9,46.9,https://item.jd.com/100039053897.html,德芙香浓黑巧克力6克散糖450g 婚庆糖果巧克力 休闲办公室零食 送礼物,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
23.8,23.8,https://item.jd.com/10034589380088.html,德芙巧克力丝滑牛奶香浓黑巧222g盒装情人节礼物送女友结婚婚庆喜糖果情人节七夕三八女节送礼零食 【1盒】德芙盒装224g-丝滑牛奶,巧克力,微苦不甜腻香浓黑巧,,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
59.9,59.9,https://item.jd.com/100018717310.html,每日黑巧 醇萃小方152g（30片）三种口味混合装 镭射盒巧克力制品瑞士进口黑巧克力 办公室糖果,巧克力,每日黑巧 醇萃小方152g（30片）三种口味混合装 镭射盒巧克力制品瑞士进口黑巧克力 办公室糖果,,https://mall.jd.com/index-1000333084.html?from=pc,每日黑巧京东自营旗舰店,"自营
								品质溯源
								2件9折
								满赠"
26.5,26.5,https://item.jd.com/10039173649587.html,德芙（DOVE） 心语混合夹巧克力礼盒装心形牛奶巧克力万圣节糖果生日礼物送小孩老婆福利批发伴手礼 德芙心形18枚金色礼盒（JD物流 就近仓库发）,巧克力,【万圣节糖果礼盒送小孩】【全店补贴一直保价】【限时优惠下单立减】【生日礼物女生】【7天无理由退换货】【8仓发货定时送达】教师节中秋节主会场,,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"京东物流
								跨店每满299-50"
99,99,https://item.jd.com/100022295750.html,朵娜贝拉Dorabella比利时进口巧克力礼盒装结婚喜糖零食糖果大礼包伴手礼男生送女友万圣节情人节生日礼物,巧克力,朵娜贝拉Dorabella比利时进口巧克力礼盒装结婚喜糖零食糖果大礼包伴手礼男生送女友万圣节情人节生日礼物,,https://mall.jd.com/index-1000353903.html?from=pc,朵娜贝拉（Dorabella）京东自营旗舰店,"自营
								赠"
