价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词
15,15,https://item.jd.com/1878731.html,明治（Meiji）牛奶巧克力 65g,巧克力,明治（Meiji）牛奶巧克力 65g,,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								券99-5
								3件8折"
118,118,https://item.jd.com/10034496539773.html,ROYCE' 若翼族 生巧克力制品礼盒装日本北海道进口巧克力送男女朋友生日礼物伴手礼糖果顺丰全程冷链 经典原味 125g 【20枚/盒】,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,跨店每满299-50
69.9,69.9,https://item.jd.com/10023400248842.html,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,巧克力,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
178,178,https://item.jd.com/100028746095.html,Patchi芭驰进口迪拜巧克力礼盒（缤纷款）250g 万圣节礼物 生日礼物女 喜糖 伴手礼 进口零食威化榛果巧克力,巧克力,企业团购优惠联系客服咨询~订单满500元需求礼袋可联系客服~欢迎咨询~~,,https://mall.jd.com/index-1000333345.html?from=pc,patchi京东自营旗舰店,"自营
								新品"
49.9,49.9,https://item.jd.com/3045819.html,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,巧克力,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折"
30.9,30.9,https://item.jd.com/326467.html,士力架花生夹心巧克力（全家桶）460g桶装 王嘉尔代言 食品零食礼物礼品（新旧包装随机发放）,巧克力,,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
89,89,https://item.jd.com/100014092893.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
14.9,14.9,https://item.jd.com/10044447205207.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力休闲零食黑巧克力90g装 甜黑巧克力90g（68%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								2件9折"
68,68,https://item.jd.com/10031865334026.html,瑞士莲软心巧克力500gLindt牛奶夹心球散装万圣节糖果婚礼婚庆生日情人节表白日结婚喜糖520喜酒 红色牛奶味1斤,巧克力,国内现货，非国外邮寄。放心购买。正品保障，日期新,,https://mall.jd.com/index-11286848.html?from=pc,UNCLE TOM旗舰店,"跨店每满299-50
								满99-8"
136,136,https://item.jd.com/67499370480.html,费列罗 (FERRERO) 巧克力礼盒48粒装情人节生日礼物送女友老婆员工团购万圣节平安夜糖果伴手礼 费列罗金色48粒礼盒装[送礼袋],巧克力,【京东超市】【品质保证】【京东12仓，急速到家】【活动多多下单立减】瑞士莲情人节爱心巧克力礼盒,,https://mall.jd.com/index-10205730.html?from=pc,业昌食品专营店,"京东物流
								闪购"
268.9,268.9,https://item.jd.com/730618.html,费列罗(FERRERO)榛果威化糖果巧克力制品 节日礼物休闲零食 婚庆喜糖零食伴手礼  96粒婚礼装1200g,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"自营
								满49-22"
39.9,39.9,https://item.jd.com/1877410.html,明治（Meiji）板式巧克力混合装 牛奶巧克力+特纯黑56%混装 180g,巧克力,新老包装交替中，新老包装随机发货哦~,2万+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								3件8折"
49.9,49.9,https://item.jd.com/100038116203.html,名糖(Meito) 经典巧克力袋装万圣节限定款180g 日本进口生日礼物送女友,巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000367485.html?from=pc,春捃京东自营旗舰店,"自营
								新品
								2件9折"
119,119,https://item.jd.com/3874990.html,德芙 Dove 尊慕巧克力礼盒280g 代言人同款 生日糖果休闲零食节日礼物喜糖伴手礼（本产品不含礼品袋）,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
58,58,https://item.jd.com/10032414571943.html,好时巧克力散装500g kisses之吻生日礼物婚庆喜糖果零食批发 (原装)炫彩多口味混合500G袋装 好时kisses,巧克力,见证幸福甜蜜！,1万+条评价,https://mall.jd.com/index-145729.html?from=pc,宗正食品专营店,"跨店每满299-50
								赠"
45.9,45.9,https://item.jd.com/10987971059.html,德芙（Dove） 巧克力礼盒万圣节糖果礼盒星空棒棒糖生日礼物女生送女友男孩儿童学生花束儿童零食大礼包,巧克力,【万圣节糖果巧克力礼盒】【部分礼盒带彩灯】【团购联系客服更优惠】【京8仓发货可指定送达】【生日礼物礼盒装】,10万+条评价,https://mall.jd.com/index-614699.html?from=pc,多唯呀食品旗舰店,"京东物流
								放心购
								跨店每满1000-100
								免邮
								每满45-3"
19.9,19.9,https://item.jd.com/100005043053.html,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,巧克力,,10万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
49.9,49.9,https://item.jd.com/100010945882.html,新西兰原装进口惠特克Whittaker's蔓越莓扁桃仁黑巧克力180g 糖果零食休闲食品袋装,巧克力,新西兰原装进口惠特克Whittaker's蔓越莓扁桃仁黑巧克力180g 糖果零食休闲食品袋装,5万+条评价,https://mall.jd.com/index-1000118801.html?from=pc,惠特克（whittakers）巧克力京东自营旗舰店,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/4044853.html,诺梵纯黑可可脂苦巧克力礼盒65%可可含量万圣节糖果礼盒送女友微苦高纯黑巧克力休闲零食婚庆喜糖130g,巧克力,诺梵纯黑可可脂苦巧克力礼盒65%可可含量万圣节糖果礼盒送女友微苦高纯黑巧克力休闲零食婚庆喜糖130g,50万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								2件9折"
86.9,86.9,https://item.jd.com/3712893.html,好时之吻 Kisses牛奶巧克力 休闲零食 散装 婚庆喜糖 500g,巧克力,好时之吻 Kisses牛奶巧克力 休闲零食 散装 婚庆喜糖 500g,50万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折
								赠"
39.9,39.9,https://item.jd.com/10055677817028.html,脆香米 夹心牛奶巧克力192g盒装送礼糖果喜糖儿童网红休闲零食 脆香米192g×2盒,巧克力,脆香米会场火热上线，多种口味巧克力零食任您选。【居家分享】【送礼精选】【办公零食】【休闲零食】点击前往查,2000+条评价,https://mall.jd.com/index-11888970.html?from=pc,德芙晶欧专卖店,"京东物流
								跨店每满299-50
								券4-1"
26.9,26.9,https://item.jd.com/10031404244262.html,瑞士进口 狄妮诗 SWISS DELICE  72%黑巧克力 牛奶巧克力片 小排块 独立小包装 72%黑巧125g/袋（每袋约23颗左右）,巧克力,"夏天可能会化,介意慎拍,化了不退不换不赔偿",1000+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"跨店每满1000-100
								免邮"
149,149,https://item.jd.com/1950414.html,瑞士莲（Lindt）软心精选牛奶榛仁巧克力分享装600g,巧克力,,20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,自营
19.9,19.9,https://item.jd.com/100029820261.html,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,巧克力,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,200+条评价,https://mall.jd.com/index-1000425989.html?from=pc,初见半夏京东自营旗舰店,"自营
								2件9折"
85,85,https://item.jd.com/10034943133102.html,乔慕（Truffles） 法国进口乔慕松露形黑巧克力70%纯可可脂原味黑松露形巧克力七夕教师节礼盒装 【不含代可可】70%黑巧500g礼盒装,巧克力,正品保证，口感纯正,2000+条评价,https://mall.jd.com/index-11459069.html?from=pc,高狄诗官方旗舰店,"券99-3
								1件9.5折"
59,59,https://item.jd.com/10039173649588.html,德芙（DOVE） 心语混合夹巧克力礼盒装心形牛奶巧克力万圣节糖果生日礼物送小孩老婆福利批发伴手礼 德芙心语36枚圆形铁盒装（JD物流 就近仓库发）,巧克力,【万圣节糖果礼盒送小孩】【全店补贴一直保价】【限时优惠下单立减】【生日礼物女生】【7天无理由退换货】【8仓发货定时送达】教师节中秋节主会场,1万+条评价,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"京东物流
								跨店每满299-50"
158,158,https://item.jd.com/10088746838.html,瑞特滋（RITTER SPORT） 瑞特斯波德德国进口巧克力散装婚庆喜糖巧克力 什锦1000g多口味混合盒装（约200颗）,巧克力,5g/8g多口味选择,5000+条评价,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
12.5,12.5,https://item.jd.com/10048071153510.html,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,巧克力,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,500+条评价,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
15,15,https://item.jd.com/1878731.html,明治（Meiji）牛奶巧克力 65g,巧克力,明治（Meiji）牛奶巧克力 65g,1万+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								券99-5
								3件8折"
118,118,https://item.jd.com/10034496539773.html,ROYCE' 若翼族 生巧克力制品礼盒装日本北海道进口巧克力送男女朋友生日礼物伴手礼糖果顺丰全程冷链 经典原味 125g 【20枚/盒】,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,2万+条评价,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,跨店每满299-50
69.9,69.9,https://item.jd.com/10023400248842.html,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,巧克力,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,2万+条评价,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
178,178,https://item.jd.com/100028746095.html,Patchi芭驰进口迪拜巧克力礼盒（缤纷款）250g 万圣节礼物 生日礼物女 喜糖 伴手礼 进口零食威化榛果巧克力,巧克力,企业团购优惠联系客服咨询~订单满500元需求礼袋可联系客服~欢迎咨询~~,2万+条评价,https://mall.jd.com/index-1000333345.html?from=pc,patchi京东自营旗舰店,"自营
								新品"
49.9,49.9,https://item.jd.com/3045819.html,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,巧克力,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,20万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折"
89,89,https://item.jd.com/100014092893.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,5万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
14.9,14.9,https://item.jd.com/10044447205207.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力休闲零食黑巧克力90g装 甜黑巧克力90g（68%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,2万+条评价,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								2件9折"
68,68,https://item.jd.com/10031865334026.html,瑞士莲软心巧克力500gLindt牛奶夹心球散装万圣节糖果婚礼婚庆生日情人节表白日结婚喜糖520喜酒 红色牛奶味1斤,巧克力,国内现货，非国外邮寄。放心购买。正品保障，日期新,1万+条评价,https://mall.jd.com/index-11286848.html?from=pc,UNCLE TOM旗舰店,"跨店每满299-50
								满99-8"
136,136,https://item.jd.com/67499370480.html,费列罗 (FERRERO) 巧克力礼盒48粒装情人节生日礼物送女友老婆员工团购万圣节平安夜糖果伴手礼 费列罗金色48粒礼盒装[送礼袋],巧克力,【京东超市】【品质保证】【京东12仓，急速到家】【活动多多下单立减】瑞士莲情人节爱心巧克力礼盒,5万+条评价,https://mall.jd.com/index-10205730.html?from=pc,业昌食品专营店,"京东物流
								闪购"
268.9,268.9,https://item.jd.com/730618.html,费列罗(FERRERO)榛果威化糖果巧克力制品 节日礼物休闲零食 婚庆喜糖零食伴手礼  96粒婚礼装1200g,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",50万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"自营
								满49-22"
19.9,19.9,https://item.jd.com/100005043053.html,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,巧克力,,10万+条评价条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
39,39,https://item.jd.com/100015419384.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物员工福利伴手礼蓝色礼盒装112g,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物员工福利伴手礼蓝色礼盒装112g,10万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
19.9,19.9,https://item.jd.com/100019984544.html,态好吃纯可可脂100%可可无蔗糖黑巧克力糖果礼盒送女友生日礼物休闲零食送男友礼物  110g,巧克力,态好吃纯可可脂100%可可无蔗糖黑巧克力糖果礼盒送女友生日礼物休闲零食送男友礼物  110g,1万+条评价,https://mall.jd.com/index-1000373941.html?from=pc,态好吃京东自营旗舰店,"自营
								2件9折"
69,69,https://item.jd.com/5361753.html,瑞士莲（Lindt）软心45%黑巧克力分享装200g香气饱满齿颊留香,巧克力,意大利进口，600g软心精选量贩装，5种口味随心享，品味颗颗幼滑软心，(此商品不参加上述活动),20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"自营
								品质溯源
								满204-27"
110.9,110.9,https://item.jd.com/317653.html,费列罗(FERRERO)榛果威化糖果巧克力制品 婚庆喜糖零食 节日团聚送礼 24粒礼盒装300g（新老款随机发货）,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",50万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
60,60,https://item.jd.com/35667811383.html,明治（Meiji） 特纯黑巧克力\/黑巧克力\/特浓牛奶巧克力\/牛奶巧克力75g*4盒4种口味各1,巧克力,明治（Meiji） 特纯黑巧克力\/黑巧克力\/特浓牛奶巧克力\/牛奶巧克力75g*4盒4种口味各1,2000+条评价,https://mall.jd.com/index-31616.html?from=pc,明治旗舰店,满88-8
129.8,129.8,https://item.jd.com/967625.html,费列罗(FERRERO)臻品威化糖果巧克力制品 节日礼物婚庆喜糖伴手礼 32粒礼盒装364.3g（新老款随机发货）,巧克力,,50万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
116.16,116.16,https://item.jd.com/10041182547888.html,布沙尔（Bou Chard）比利时进口黑巧克力 888g(6g*148) 72%黑巧送女友独立小包装,巧克力,"山姆京东6周年,感恩有你,抽1666免单福利,赢高颜值露营帐篷,21号直播间不见不散点击",1万+条评价,https://mall.jd.com/index-598847.html?from=pc,山姆会员商店官方旗舰店,京东物流
128,128,https://item.jd.com/100033721774.html,费列罗唯美斯榛果威化双拼巧克力礼盒万圣节礼物送儿童女朋友男朋友生日礼物礼盒装费列罗10颗唯美斯20颗375g,巧克力,费列罗唯美斯榛果威化双拼巧克力礼盒万圣节礼物送儿童女朋友男朋友生日礼物礼盒装费列罗10颗唯美斯20颗375g,10万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
69,69,https://item.jd.com/32111387814.html,好利来生巧克力礼盒 净含量110g 送礼抹茶牛奶松露纯可可脂零食 生巧克力（牛奶味） 16枚/盒,巧克力,一触即溶的细腻感,5万+条评价,https://mall.jd.com/index-34002.html?from=pc,好利来旗舰店,"跨店每满299-50
								券98-3"
39.9,39.9,https://item.jd.com/100018395417.html,滋露多彩什锦夹心巧克力袋装(代可可脂)27粒163g 日本进口松尾Tirol生日礼物送女友,巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000367485.html?from=pc,春捃京东自营旗舰店,"自营
								2件9折"
208,208,https://item.jd.com/100031284804.html,歌帝梵GODIVA黑巧克力排块90%黑巧苦大板片纯可可脂烘焙高档零食*3块装,巧克力,歌帝梵GODIVA黑巧克力排块90%黑巧苦大板片纯可可脂烘焙高档零食*3块装,2000+条评价,https://mall.jd.com/index-1000369729.html?from=pc,歌帝梵（GODIVA）巧克力京东自营专区,"自营
										厂商配送
								2件9折"
129,129,https://item.jd.com/100035393497.html,诺梵喜糖伴手礼软心松露巧克力,巧克力,,50万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
7.8,7.8,https://item.jd.com/988581.html,好时  Hershey’s 曲奇奶香好时脆乐多 40g 休闲零食糖果 巧克力 办公室零食 分享装,巧克力,好时  Hershey’s 曲奇奶香好时脆乐多 40g 休闲零食糖果 巧克力 办公室零食 分享装,20万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折"
118,118,https://item.jd.com/10035183375116.html,ROYCE' 若翼族 生巧克力制品礼盒装日本北海道进口巧克力送男女朋友生日礼物伴手礼糖果顺丰全程冷链 淡可可味 125g 【20枚/盒】,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,2万+条评价,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,跨店每满299-50
48,48,https://item.jd.com/1739479574.html,瑞特滋 瑞特斯波徳Ritter Sport德国进口全榛子牛奶巧克力黑巧100g排块送女友零食 【4块】自备注口味或联系客服备注,巧克力,新老包装随机发货,5万+条评价,https://mall.jd.com/index-17556.html?from=pc,圣托尼旗舰店,跨店每满299-50
19.9,19.9,https://item.jd.com/100039838689.html,斯巴达克白俄罗斯黑巧克力进口原装纯黑可可脂苦健身运动零食品99%盒装黑巧90g,巧克力,斯巴达克白俄罗斯黑巧克力进口原装纯黑可可脂苦健身运动零食品99%盒装黑巧90g,500+条评价,https://mall.jd.com/index-1000426418.html?from=pc,斯巴达克京东自营旗舰店,"自营
								99元6件"
129,129,https://item.jd.com/100033534840.html,爱普诗（Alpes d’Or）瑞士进口85%黑巧克力500g铁罐装 公司福利下午茶点休闲零食送女友礼物万圣节生日礼物,巧克力,爱普诗（Alpes d’Or）瑞士进口85%黑巧克力500g铁罐装 公司福利下午茶点休闲零食送女友礼物万圣节生日礼物,20万+条评价,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"自营
								秒杀"
128,128,https://item.jd.com/10055461864657.html,德芙（Dove） 德芙巧克力礼盒装万圣节糖果礼盒装情人节礼物送女友生日礼物女送男女朋友棒棒糖礼物 双层德芙巧克力礼盒,巧克力,,500+条评价,https://mall.jd.com/index-10503606.html?from=pc,晶欧巧克力专营店,
78,78,https://item.jd.com/100033892982.html,嘉利宝 黑巧克力粒 70.5% 500g/袋 烘焙原料 黑巧克力豆 币 纯可可脂 蛋糕饼干 生巧Diy材料,巧克力,嘉利宝 黑巧克力粒 70.5% 500g/袋 烘焙原料 黑巧克力豆 币 纯可可脂 蛋糕饼干 生巧Diy材料,500+条评价,https://mall.jd.com/index-1000416182.html?from=pc,百乐嘉利宝京东自营旗舰店,"自营
								新品"
33.9,33.9,https://item.jd.com/100040027185.html,金丝猴 麦丽素 超级甜蜜分享桶装麦丽素牛奶夹心巧克力豆365g桶装   经典怀旧糖果 伴手礼送礼结婚喜糖,巧克力,金丝猴 麦丽素 超级甜蜜分享桶装麦丽素牛奶夹心巧克力豆365g桶装   经典怀旧糖果 伴手礼送礼结婚喜糖,500+条评价,https://mall.jd.com/index-1000338485.html?from=pc,金丝猴食品京东自营旗舰店,"自营
								2件9折"
58.6,58.6,https://item.jd.com/63710239859.html,100%纯黑巧克力*2盒 无糖巧克力排块休闲零食品低糖尿病人可吃可可脂 100%无蔗糖黑巧克力 130g*2盒,巧克力,100%无糖特苦浓香，糖尿人可以吃100%款。85%和72%一般苦，含有少量糖，58%适合大众。35%白巧克力抹茶味有点甜。慕葡罗&如恋联合指定高品质原料制作。,2万+条评价,https://mall.jd.com/index-10143755.html?from=pc,多特好官方旗舰店,"京东物流
								跨店每满299-50"
29.9,29.9,https://item.jd.com/10020626632543.html,德芙（Dove） 新货巧克力礼盒装碗装喜糖伴手礼【新老包装随机发】万圣节糖果零食礼盒装 【1碗】丝滑牛奶252g(18条),巧克力,冰袋保温箱保驾护航,2万+条评价,https://mall.jd.com/index-24923.html?from=pc,喜年华食品旗舰店,跨店每满299-50
49.9,49.9,https://item.jd.com/100027779642.html,新西兰进口 惠特克 whittakers 迷你扁桃仁牛奶巧克力制品180g袋装分享装糖果零食休闲食品,巧克力,新西兰进口 惠特克 whittakers 迷你扁桃仁牛奶巧克力制品180g袋装分享装糖果零食休闲食品,5万+条评价,https://mall.jd.com/index-1000118801.html?from=pc,惠特克（whittakers）巧克力京东自营旗舰店,"自营
								2件9折"
26.9,26.9,https://item.jd.com/1910569.html,费列罗(FERRERO)拉斐尔椰蓉扁桃仁糖果酥球 婚庆喜糖零食伴手礼节日礼物团聚送礼 10粒心形礼盒装100g,,,20万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
25.8,25.8,https://item.jd.com/100023622310.html,德国进口 RitterSport 瑞特滋（原瑞特斯波德）加纳系列81%特浓黑巧克力 休闲零食 节日礼物 100g,巧克力,德国进口 RitterSport 瑞特滋（原瑞特斯波德）加纳系列81%特浓黑巧克力 休闲零食 节日礼物 100g,10万+条评价,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								2件9折"
39.9,39.9,https://item.jd.com/10036123708344.html,好时（Hershey's） 巧克力排块30g*9条270g盒装 曲奇奶香好时脆乐多30g*9条,巧克力,冰袋泡沫箱打包，曲奇奶香好时脆乐多/牛奶巧克力2口味任选,1000+条评价,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
12.5,12.5,https://item.jd.com/10048071174412.html,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 72%可可-苦中略甜120g,巧克力,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 72%可可-苦中略甜120g,500+条评价,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
79.9,79.9,https://item.jd.com/3712883.html,好时之吻 Kisses 曲奇奶香好时脆乐多 休闲零食 糖果巧克力 结婚糖果 婚庆喜糖 散装 500g,巧克力,好时之吻 Kisses 曲奇奶香好时脆乐多 休闲零食 糖果巧克力 结婚糖果 婚庆喜糖 散装 500g,50万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折
								赠"
32,32,https://item.jd.com/10023455722342.html,日本进口明治 Meiji杏仁坚果 夹心巧克力 杏仁夹心巧克力88g,巧克力,PLUS会员下单更优惠哦,1000+条评价,https://mall.jd.com/index-10099122.html?from=pc,领英食品专营店,京东物流
